work_year,experience_level,employment_type,job_title,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
2025,Mid Level,Full-Time,Engineer,144000,United States,On-site,United States,M
2025,Mid Level,Full-Time,Engineer,106000,United States,On-site,United States,M
2025,Entry Level,Full-Time,Analyst,68354,United Kingdom,On-site,United Kingdom,M
2025,Entry Level,Full-Time,Analyst,55696,United Kingdom,On-site,United Kingdom,M
2025,Senior Level,Full-Time,Technical Architect,312200,United States,On-site,United States,M
2025,Senior Level,Full-Time,Technical Architect,175800,United States,On-site,United States,M
2025,Senior Level,Full-Time,Software Developer,211200,Canada,Remote,Canada,M
2025,Senior Level,Full-Time,Software Developer,153600,Canada,Remote,Canada,M
2025,Senior Level,Full-Time,Architect,362400,United States,On-site,United States,M
2025,Senior Level,Full-Time,Architect,193900,United States,On-site,United States,M
2025,Senior Level,Full-Time,Analyst,97500,United States,Remote,United States,M
2025,Entry Level,Full-Time,Analyst,62500,United States,Remote,United States,M
2025,Senior Level,Full-Time,Machine Learning Engineer,295800,United States,On-site,United States,M
2025,Senior Level,Full-Time,Machine Learning Engineer,177500,United States,On-site,United States,M
2025,Senior Level,Full-Time,Data Engineer,58736,Lithuania,On-site,Lithuania,M
2025,Senior Level,Full-Time,Data Engineer,46989,Lithuania,On-site,Lithuania,M
2025,Senior Level,Full-Time,Data Management Lead,185000,United States,On-site,United States,M
2025,Senior Level,Full-Time,Data Management Lead,150000,United States,On-site,United States,M
2025,Senior Level,Full-Time,AI Researcher,302400,United States,On-site,United States,M
2025,Senior Level,Full-Time,AI Researcher,201600,United States,On-site,United States,M
2025,Senior Level,Full-Time,Data Governance Analyst,112300,United States,On-site,United States,M
2025,Senior Level,Full-Time,Data Governance Analyst,67400,United States,On-site,United States,M
2025,Senior Level,Full-Time,Data Scientist,233200,United States,On-site,United States,M
2025,Senior Level,Full-Time,Data Scientist,186961,United States,On-site,United States,M
2025,Senior Level,Full-Time,Data Scientist,222400,United States,On-site,United States,M
2025,Senior Level,Full-Time,Data Scientist,148200,United States,On-site,United States,M
2025,Senior Level,Full-Time,Analytics Lead,69620,United Kingdom,On-site,United Kingdom,M
2025,Senior Level,Full-Time,Data Analyst,148073,New Zealand,On-site,New Zealand,M
2025,Senior Level,Full-Time,Data Analyst,104885,New Zealand,On-site,New Zealand,M
2025,Senior Level,Full-Time,Statistician,222000,United States,On-site,United States,M
2025,Senior Level,Full-Time,Statistician,140000,United States,On-site,United States,M
2025,Senior Level,Full-Time,Data Scientist,107408,New Zealand,On-site,New Zealand,M
2025,Senior Level,Full-Time,Data Scientist,76081,New Zealand,On-site,New Zealand,M
2025,Senior Level,Full-Time,Data Scientist,69620,United Kingdom,On-site,United Kingdom,M
2025,Senior Level,Full-Time,Data Scientist,60759,United Kingdom,On-site,United Kingdom,M
2025,Senior Level,Full-Time,Consultant,277500,United States,On-site,United States,M
2025,Senior Level,Full-Time,Consultant,166500,United States,On-site,United States,M
2025,Executive Level,Full-Time,Data Engineer,230000,United States,On-site,United States,M
2025,Mid Level,Full-Time,Manager,125050,Spain,On-site,Spain,M
2025,Mid Level,Full-Time,Manager,82800,Spain,On-site,Spain,M
2025,Senior Level,Full-Time,Manager,110400,United States,On-site,United States,M
2025,Mid Level,Full-Time,Software Engineer,130000,New Zealand,Remote,New Zealand,M
2025,Mid Level,Full-Time,Software Engineer,105000,New Zealand,Remote,New Zealand,M
2025,Senior Level,Full-Time,Manager,223600,United States,Remote,United States,M
2025,Entry Level,Full-Time,Analyst,80256,United States,On-site,United States,M
2025,Senior Level,Full-Time,Data Operations Analyst,108050,United States,On-site,United States,M
2025,Senior Level,Full-Time,Data Operations Analyst,76100,United States,On-site,United States,M
2025,Senior Level,Full-Time,AI Architect,227950,United States,Remote,United States,M
2025,Senior Level,Full-Time,AI Architect,126100,United States,Remote,United States,M
2025,Senior Level,Full-Time,Data Management Lead,215000,United States,On-site,United States,M
2025,Senior Level,Full-Time,Data Management Lead,143000,United States,On-site,United States,M
2025,Mid Level,Full-Time,Data Analyst,83000,United States,On-site,United States,M
2025,Mid Level,Full-Time,Data Analyst,94160,United States,Remote,United States,M
2025,Mid Level,Full-Time,Data Analyst,55388,United States,Remote,United States,M
2025,Mid Level,Full-Time,Data Analytics Manager,137800,United States,On-site,United States,M
2025,Mid Level,Full-Time,Data Analytics Manager,82700,United States,On-site,United States,M
2025,Senior Level,Full-Time,Data Analyst,131450,United States,On-site,United States,M
2025,Senior Level,Full-Time,Data Analyst,87050,United States,On-site,United States,M
2025,Mid Level,Full-Time,Engineer,219000,United States,On-site,United States,M
2025,Mid Level,Full-Time,Engineer,131000,United States,On-site,United States,M
2025,Senior Level,Full-Time,Engineer,80000,United States,Remote,United States,M
2025,Senior Level,Full-Time,Data Engineer,192590,United States,On-site,United States,M
2025,Senior Level,Full-Time,Data Engineer,154070,United States,On-site,United States,M
2025,Senior Level,Full-Time,Data Architect,143000,United States,On-site,United States,M
2025,Entry Level,Full-Time,Software Engineer,67775,India,On-site,India,M
2025,Entry Level,Full-Time,Software Engineer,39176,India,On-site,India,M
2025,Senior Level,Full-Time,Engineer,392430,United States,On-site,United States,M
2025,Senior Level,Full-Time,Engineer,150380,United States,On-site,United States,M
2025,Mid Level,Full-Time,Research Scientist,128000,United States,On-site,United States,M
2025,Mid Level,Full-Time,Research Scientist,90000,United States,On-site,United States,M
2025,Entry Level,Full-Time,Site Reliability Engineer,21006,France,On-site,France,M
2025,Entry Level,Full-Time,Site Reliability Engineer,18644,France,On-site,France,M
2025,Senior Level,Full-Time,Data Analytics Developer,112188,United States,Remote,United States,M
2025,Senior Level,Full-Time,Data Analytics Developer,81591,United States,Remote,United States,M
2025,Senior Level,Full-Time,Machine Learning Engineer,318000,United States,Remote,United States,M
2025,Senior Level,Full-Time,Data Governance Lead,186400,United States,On-site,United States,M
2025,Senior Level,Full-Time,Data Governance Lead,111800,United States,On-site,United States,M
2025,Mid Level,Full-Time,Data Engineer,124190,United States,On-site,United States,M
2025,Mid Level,Full-Time,Data Engineer,90300,United States,On-site,United States,M
2025,Mid Level,Full-Time,Data Product Owner,82278,United Kingdom,On-site,United Kingdom,M
2025,Mid Level,Full-Time,Manager,159000,United States,Remote,United States,M
2025,Mid Level,Full-Time,Manager,128500,United States,Remote,United States,M
2025,Mid Level,Full-Time,Application Developer,135000,United States,Remote,United States,M
2025,Mid Level,Full-Time,Application Developer,122000,United States,Remote,United States,M
2025,Senior Level,Full-Time,Power BI Developer,110000,United States,On-site,United States,M
2025,Senior Level,Full-Time,Data Specialist,134400,United States,Remote,United States,M
2025,Senior Level,Full-Time,Data Specialist,89600,United States,Remote,United States,M
2025,Executive Level,Full-Time,Data Operations,249100,United States,On-site,United States,M
2025,Executive Level,Full-Time,Data Operations,181800,United States,On-site,United States,M
2025,Mid Level,Full-Time,Manager,181900,United States,On-site,United States,M
2025,Senior Level,Full-Time,Data Engineer,277138,United States,On-site,United States,M
2025,Senior Level,Full-Time,Data Engineer,173211,United States,On-site,United States,M
2025,Executive Level,Full-Time,Data Governance,372000,United States,On-site,United States,M
2025,Executive Level,Full-Time,Data Governance,248000,United States,On-site,United States,M
2025,Mid Level,Full-Time,Statistician,154000,United States,On-site,United States,M
2025,Mid Level,Full-Time,Statistician,85500,United States,On-site,United States,M
2025,Mid Level,Full-Time,Software Engineer,153792,United States,On-site,United States,M
2025,Mid Level,Full-Time,Software Engineer,96120,United States,On-site,United States,M
2025,Mid Level,Full-Time,Software Development Engineer,193000,United States,On-site,United States,M
2025,Mid Level,Full-Time,Software Development Engineer,120500,United States,On-site,United States,M
2025,Senior Level,Full-Time,Solutions Architect,83000,United States,Remote,United States,M
2025,Mid Level,Full-Time,Java Developer,75000,Canada,On-site,Canada,M
2025,Mid Level,Full-Time,Java Developer,67857,Canada,On-site,Canada,M
2025,Mid Level,Full-Time,Developer,75000,Canada,On-site,Canada,M
2025,Mid Level,Full-Time,Developer,67857,Canada,On-site,Canada,M
2025,Entry Level,Full-Time,Software Engineer,225000,United States,On-site,United States,M
2025,Senior Level,Full-Time,Analytics Specialist,139597,United States,On-site,United States,M
2025,Senior Level,Full-Time,Analytics Specialist,84604,United States,On-site,United States,M
2025,Mid Level,Full-Time,Associate,100493,United States,On-site,United States,M
2025,Mid Level,Full-Time,Associate,54616,United States,On-site,United States,M
2025,Senior Level,Full-Time,Data Engineer,246000,United States,On-site,United States,M
2025,Senior Level,Full-Time,Data Engineer,196000,United States,On-site,United States,M
2025,Senior Level,Full-Time,Data Engineer,254000,United States,Remote,United States,M
2025,Senior Level,Full-Time,Data Engineer,215900,United States,Remote,United States,M
2025,Mid Level,Full-Time,Engineer,385000,United States,On-site,United States,M
2025,Mid Level,Full-Time,Engineer,245000,United States,On-site,United States,M
2025,Senior Level,Full-Time,Solutions Architect,170000,United States,On-site,United States,M
2025,Senior Level,Full-Time,Software Engineer,151000,United States,On-site,United States,M
2025,Senior Level,Full-Time,Machine Learning Engineer,290000,United States,Remote,United States,M
2025,Senior Level,Full-Time,Machine Learning Engineer,208145,United States,Remote,United States,M
2025,Senior Level,Full-Time,Machine Learning Engineer,146000,United States,On-site,United States,M
2025,Senior Level,Full-Time,Machine Learning Engineer,105000,United States,Remote,United States,M
2025,Senior Level,Full-Time,Machine Learning Engineer,90000,United States,Remote,United States,M
2025,Senior Level,Full-Time,Product Manager,299500,United States,On-site,United States,M
2025,Senior Level,Full-Time,Product Manager,164500,United States,On-site,United States,M
2025,Senior Level,Full-Time,Engineer,425000,United States,On-site,United States,M
2025,Senior Level,Full-Time,Data Analyst,178000,United States,Remote,United States,M
2025,Senior Level,Full-Time,Data Analyst,111000,United States,Remote,United States,M
2025,Entry Level,Full-Time,Data Analyst,66444,United States,On-site,United States,M
2025,Mid Level,Full-Time,Data Analyst,202800,United States,On-site,United States,M
2025,Mid Level,Full-Time,Data Analyst,108200,United States,On-site,United States,M
2025,Senior Level,Full-Time,Manager,269600,United States,On-site,United States,M
2025,Senior Level,Full-Time,Manager,107000,United States,On-site,United States,M
2025,Senior Level,Full-Time,Data Scientist,115000,Canada,On-site,Canada,M
2025,Senior Level,Full-Time,Data Scientist,105000,Canada,On-site,Canada,M
2025,Senior Level,Full-Time,Data Scientist,238874,United States,On-site,United States,M
2025,Senior Level,Full-Time,Data Scientist,210350,United States,On-site,United States,M
2025,Senior Level,Full-Time,Data Scientist,230649,United States,On-site,United States,M
2025,Senior Level,Full-Time,Data Scientist,192688,United States,On-site,United States,M
2025,Senior Level,Full-Time,Data Scientist,73684,Austria,On-site,Austria,M
2025,Mid Level,Full-Time,Data Scientist,154600,United States,Remote,United States,M
2025,Senior Level,Full-Time,Research Engineer,215000,United States,On-site,United States,M
2025,Senior Level,Full-Time,Data Operations Manager,137500,Canada,Remote,Canada,M
2025,Senior Level,Full-Time,Data Operations Manager,106250,Canada,Remote,Canada,M
2025,Senior Level,Full-Time,Data Operations Manager,163350,United States,Remote,United States,M
2025,Senior Level,Full-Time,Data Operations Manager,107993,United States,Remote,United States,M
2025,Mid Level,Full-Time,Data Operations Engineer,150000,United States,On-site,United States,M
2025,Mid Level,Full-Time,Data Operations Engineer,70000,United States,On-site,United States,M
2025,Senior Level,Full-Time,Engineer,259000,United States,Remote,United States,M
2025,Senior Level,Full-Time,Engineer,204000,United States,Remote,United States,M
2025,Senior Level,Full-Time,Data Manager,85000,United States,Remote,United States,M
2025,Senior Level,Full-Time,Data Manager,75000,United States,Remote,United States,M
2025,Mid Level,Full-Time,Data Scientist,120000,Canada,On-site,Canada,M
2025,Mid Level,Full-Time,Data Scientist,80000,Canada,On-site,Canada,M
2025,Mid Level,Full-Time,Software Developer,85000,Canada,On-site,Canada,M
2025,Senior Level,Full-Time,Software Development Engineer,247845,United States,On-site,United States,M
2025,Senior Level,Full-Time,Software Development Engineer,183175,United States,On-site,United States,M
2025,Mid Level,Full-Time,Manager,144650,United States,Remote,United States,M
2025,Mid Level,Full-Time,Manager,109600,United States,Remote,United States,M
2025,Senior Level,Full-Time,Software Engineer,324000,United States,On-site,United States,M
2025,Mid Level,Full-Time,Manager,200700,United States,Remote,United States,M
2025,Mid Level,Full-Time,Manager,167400,United States,Remote,United States,M
2025,Mid Level,Full-Time,Manager,166000,United States,Remote,United States,M
2025,Mid Level,Full-Time,Systems Engineer,260000,United States,On-site,United States,M
2025,Mid Level,Full-Time,Systems Engineer,215000,United States,On-site,United States,M
2025,Senior Level,Full-Time,Product Manager,145000,United States,On-site,United States,M
2025,Entry Level,Full-Time,Data Engineer,50632,United Kingdom,On-site,United Kingdom,M
2025,Mid Level,Full-Time,Manager,110500,United States,On-site,United States,M
2025,Mid Level,Full-Time,AI Developer,80000,Finland,Hybrid,Finland,M
2025,Senior Level,Full-Time,AI Engineer,81052,Belgium,Hybrid,Belgium,S
2025,Mid Level,Full-Time,Data Specialist,44794,United Kingdom,On-site,United Kingdom,M
2025,Mid Level,Full-Time,Data Specialist,37527,United Kingdom,On-site,United Kingdom,M
2025,Executive Level,Full-Time,Solutions Engineer,314100,United States,On-site,United States,M
2025,Executive Level,Full-Time,Solutions Engineer,187500,United States,On-site,United States,M
2025,Senior Level,Full-Time,Software Engineer,125000,United States,Remote,United States,M
2025,Senior Level,Full-Time,Software Engineer,154192,United States,On-site,United States,M
2025,Senior Level,Full-Time,Machine Learning Engineer,250600,United States,On-site,United States,M
2025,Senior Level,Full-Time,Machine Learning Engineer,135400,United States,On-site,United States,M
2025,Senior Level,Full-Time,Engineering Manager,264000,United States,On-site,United States,M
2025,Senior Level,Full-Time,Engineering Manager,228500,United States,On-site,United States,M
2025,Senior Level,Full-Time,Engineer,295680,United States,On-site,United States,M
2025,Senior Level,Full-Time,Engineer,174720,United States,On-site,United States,M
2025,Mid Level,Full-Time,Machine Learning Engineer,264200,United States,On-site,United States,M
2025,Mid Level,Full-Time,Machine Learning Engineer,143100,United States,On-site,United States,M
2025,Senior Level,Full-Time,Analytics Engineer,100000,Canada,On-site,Canada,M
2025,Senior Level,Full-Time,Analytics Engineer,85000,Canada,On-site,Canada,M
2025,Senior Level,Full-Time,Data Analyst,158200,United States,On-site,United States,M
2025,Senior Level,Full-Time,Data Analyst,79100,United States,On-site,United States,M
2025,Senior Level,Full-Time,Data Analyst,128000,Canada,Remote,Canada,M
2025,Senior Level,Full-Time,Data Analyst,106000,Canada,Remote,Canada,M
2025,Mid Level,Full-Time,BI Engineer,124000,United States,Remote,United States,M
2025,Mid Level,Full-Time,BI Engineer,91000,United States,Remote,United States,M
2025,Mid Level,Full-Time,Analyst,211111,United States,On-site,United States,M
2025,Mid Level,Full-Time,Analyst,203952,United States,On-site,United States,M
2025,Entry Level,Full-Time,Data Engineer,85000,United States,On-site,United States,M
2025,Senior Level,Full-Time,Data Engineer,195201,United States,Remote,United States,M
2025,Senior Level,Full-Time,Data Engineer,264200,United States,On-site,United States,M
2025,Senior Level,Full-Time,Data Engineer,143100,United States,On-site,United States,M
2025,Senior Level,Full-Time,Engineer,317200,United States,On-site,United States,M
2025,Senior Level,Full-Time,AI Specialist,212000,Canada,On-site,Canada,M
2025,Senior Level,Full-Time,AI Specialist,141000,Canada,On-site,Canada,M
2025,Senior Level,Full-Time,Software Engineer,211500,United States,Remote,United States,M
2025,Senior Level,Full-Time,Software Engineer,175100,United States,Remote,United States,M
2025,Senior Level,Full-Time,Computer Vision Engineer,290180,United States,On-site,United States,M
2025,Senior Level,Full-Time,Computer Vision Engineer,243448,United States,On-site,United States,M
2025,Mid Level,Full-Time,Manager,96310,United States,On-site,United States,M
2025,Mid Level,Full-Time,Manager,63780,United States,On-site,United States,M
2025,Senior Level,Full-Time,Manager,265000,United States,On-site,United States,M
2025,Mid Level,Full-Time,Data Scientist,78821,Lithuania,On-site,Lithuania,M
2025,Mid Level,Full-Time,Data Scientist,52547,Lithuania,On-site,Lithuania,M
2025,Mid Level,Full-Time,Research Engineer,137000,United States,On-site,United States,M
2025,Senior Level,Full-Time,Manager,278875,United States,On-site,United States,M
2025,Senior Level,Full-Time,Manager,167325,United States,On-site,United States,M
2025,Senior Level,Full-Time,Research Engineer,312200,United States,On-site,United States,M
2025,Senior Level,Full-Time,Research Engineer,175800,United States,On-site,United States,M
2025,Entry Level,Full-Time,Data Manager,68354,United Kingdom,On-site,United Kingdom,M
2025,Entry Level,Full-Time,Data Manager,53164,United Kingdom,On-site,United Kingdom,M
2025,Mid Level,Full-Time,Data Manager,40689,United Kingdom,On-site,United Kingdom,M
2025,Mid Level,Full-Time,Data Manager,34387,United Kingdom,On-site,United Kingdom,M
2025,Mid Level,Full-Time,Engineer,164000,United States,On-site,United States,M
2025,Senior Level,Full-Time,Developer,199500,United States,On-site,United States,M
2025,Senior Level,Full-Time,Developer,97500,United States,On-site,United States,M
2025,Mid Level,Full-Time,Site Reliability Engineer,174600,United States,On-site,United States,M
2025,Mid Level,Full-Time,Site Reliability Engineer,81900,United States,On-site,United States,M
2025,Mid Level,Full-Time,Statistician,171000,United States,On-site,United States,M
2025,Mid Level,Full-Time,Statistician,114000,United States,On-site,United States,M
2025,Mid Level,Full-Time,Software Engineer,128078,United States,On-site,United States,M
2025,Executive Level,Full-Time,Quant Options Trader,250000,Hong Kong,Remote,Hong Kong,M
2025,Executive Level,Full-Time,Quant Options Trader,150000,Hong Kong,Remote,Hong Kong,M
2025,Executive Level,Full-Time,Quant Options Trader,250000,Singapore,Remote,Singapore,M
2025,Executive Level,Full-Time,Quant Options Trader,150000,Singapore,Remote,Singapore,M
2025,Executive Level,Full-Time,Quant Options Trader,250000,United Kingdom,Remote,United Kingdom,M
2025,Executive Level,Full-Time,Quant Options Trader,150000,United Kingdom,Remote,United Kingdom,M
2025,Executive Level,Full-Time,Quant Options Trader,250000,United States,Remote,United States,M
2025,Executive Level,Full-Time,Quant Options Trader,150000,United States,Remote,United States,M
2025,Senior Level,Full-Time,Engineer,163125,United States,On-site,United States,M
2025,Senior Level,Full-Time,Engineer,137600,United States,On-site,United States,M
2025,Mid Level,Full-Time,Analyst,109000,United States,On-site,United States,M
2025,Mid Level,Full-Time,Analyst,69240,United States,On-site,United States,M
2025,Entry Level,Full-Time,Analytics Specialist,88680,United States,On-site,United States,M
2025,Entry Level,Full-Time,Analytics Specialist,49120,United States,On-site,United States,M
2025,Mid Level,Full-Time,Engineer,198400,United States,Remote,United States,M
2025,Mid Level,Full-Time,Engineer,116100,United States,Remote,United States,M
2025,Senior Level,Full-Time,Business Analyst,199150,United States,On-site,United States,M
2025,Senior Level,Full-Time,Business Analyst,116800,United States,On-site,United States,M
2025,Senior Level,Full-Time,Data Engineer,148296,United States,On-site,United States,M
2025,Senior Level,Full-Time,Data Engineer,100983,United States,On-site,United States,M
2025,Entry Level,Full-Time,Data Engineer,87368,Netherlands,On-site,Netherlands,M
2025,Senior Level,Full-Time,Data Engineer,227500,United States,On-site,United States,M
2025,Mid Level,Full-Time,Data Engineer,165143,United States,On-site,United States,M
2025,Mid Level,Full-Time,Data Engineer,115143,United States,On-site,United States,M
2025,Mid Level,Full-Time,Engineer,264200,United States,On-site,United States,M
2025,Mid Level,Full-Time,Engineer,143100,United States,On-site,United States,M
2025,Mid Level,Full-Time,Engineer,167500,United States,On-site,United States,M
2025,Mid Level,Full-Time,Engineer,117500,United States,On-site,United States,M
2025,Senior Level,Full-Time,Engineer,312730,United States,Remote,United States,M
2025,Senior Level,Full-Time,Engineer,189600,United States,Remote,United States,M
2025,Senior Level,Full-Time,MLOps Engineer,281770,United States,Remote,United States,M
2025,Senior Level,Full-Time,MLOps Engineer,170770,United States,Remote,United States,M
2025,Senior Level,Full-Time,MLOps Engineer,220680,United States,Remote,United States,M
2025,Senior Level,Full-Time,MLOps Engineer,133650,United States,Remote,United States,M
2025,Entry Level,Full-Time,Research Analyst,37974,United Kingdom,On-site,United Kingdom,M
2025,Executive Level,Full-Time,Data Scientist,203000,United States,On-site,United States,M
2025,Executive Level,Full-Time,Data Scientist,172750,United States,On-site,United States,M
2025,Senior Level,Full-Time,Data Engineer,120750,United States,Remote,United States,M
2025,Senior Level,Full-Time,Data Engineer,92000,United States,Remote,United States,M
2025,Senior Level,Full-Time,Data Engineer,152650,United States,Remote,United States,M
2025,Senior Level,Full-Time,Data Engineer,85600,United States,Remote,United States,M
2025,Entry Level,Full-Time,Data Analyst,160850,United States,On-site,United States,M
2025,Entry Level,Full-Time,Data Analyst,96600,United States,On-site,United States,M
2025,Entry Level,Full-Time,Data Analyst,158250,United States,On-site,United States,M
2025,Entry Level,Full-Time,Data Analyst,104800,United States,On-site,United States,M
2025,Mid Level,Full-Time,Analyst,99330,United States,Remote,United States,M
2025,Mid Level,Full-Time,Analyst,51480,United States,Remote,United States,M
2025,Mid Level,Full-Time,Manager,35000,United States,On-site,United States,M
2025,Senior Level,Full-Time,Software Engineer,220680,United States,Remote,United States,M
2025,Senior Level,Full-Time,Software Engineer,194740,United States,Remote,United States,M
2025,Senior Level,Full-Time,Software Engineer,121790,United States,Remote,United States,M
2025,Mid Level,Full-Time,Software Engineer,194740,United States,Remote,United States,M
2025,Mid Level,Full-Time,Software Engineer,121790,United States,Remote,United States,M
2025,Mid Level,Full-Time,AI Engineer,148000,United States,On-site,United States,M
2025,Mid Level,Full-Time,AI Engineer,98600,United States,On-site,United States,M
2025,Senior Level,Full-Time,Data Governance Specialist,178484,United States,On-site,United States,M
2025,Senior Level,Full-Time,Data Governance Specialist,112923,United States,On-site,United States,M
2025,Mid Level,Full-Time,DevOps Engineer,74400,United States,On-site,United States,M
2025,Executive Level,Full-Time,Full Stack Engineer,142250,United States,On-site,United States,M
2025,Executive Level,Full-Time,Full Stack Engineer,100000,United States,On-site,United States,M
2025,Mid Level,Full-Time,Analyst,82500,United States,On-site,United States,M
2025,Senior Level,Full-Time,Data Governance Engineer,153925,United States,On-site,United States,M
2025,Senior Level,Full-Time,Data Governance Engineer,85150,United States,On-site,United States,M
2025,Senior Level,Full-Time,Data Governance Engineer,189348,United States,On-site,United States,M
2025,Senior Level,Full-Time,Data Governance Engineer,105780,United States,On-site,United States,M
2025,Mid Level,Full-Time,Data Scientist,134121,United States,On-site,United States,M
2025,Mid Level,Full-Time,Data Scientist,97542,United States,On-site,United States,M
2025,Senior Level,Full-Time,Data Scientist,79654,Netherlands,On-site,Netherlands,M
2025,Senior Level,Full-Time,Data Scientist,55755,Netherlands,On-site,Netherlands,M
2025,Mid Level,Full-Time,Analytics Engineer,100000,United States,On-site,United States,M
2025,Senior Level,Full-Time,Data Architect,290000,United States,On-site,United States,M
2025,Mid Level,Full-Time,Manager,189640,United States,On-site,United States,M
2025,Mid Level,Full-Time,Manager,146540,United States,On-site,United States,M
2025,Entry Level,Full-Time,Data Analyst,177000,United States,Remote,United States,M
2025,Entry Level,Full-Time,Data Analyst,106200,United States,Remote,United States,M
2025,Entry Level,Full-Time,Data Analyst,112370,United States,On-site,United States,M
2025,Entry Level,Full-Time,Data Management Analyst,97700,Canada,On-site,Canada,M
2025,Entry Level,Full-Time,Data Management Analyst,52800,Canada,On-site,Canada,M
2025,Senior Level,Full-Time,Data Management Lead,220000,United States,On-site,United States,M
2025,Senior Level,Full-Time,Data Management Lead,170000,United States,On-site,United States,M
2025,Mid Level,Full-Time,Data Management Associate,100000,United States,On-site,United States,M
2025,Mid Level,Full-Time,Data Management Associate,95000,United States,On-site,United States,M
2025,Mid Level,Full-Time,Manager,130200,United States,Remote,United States,M
2025,Mid Level,Full-Time,Manager,81400,United States,Remote,United States,M
2025,Senior Level,Full-Time,Data Quality Analyst,189175,United States,On-site,United States,M
2025,Senior Level,Full-Time,Data Quality Analyst,104650,United States,On-site,United States,M
2025,Mid Level,Full-Time,Software Developer,150924,United States,Remote,United States,M
2025,Mid Level,Full-Time,Software Developer,88779,United States,Remote,United States,M
2025,Mid Level,Full-Time,Engineer,106013,United States,Remote,United States,M
2025,Mid Level,Full-Time,Engineer,96013,United States,Remote,United States,M
2025,Mid Level,Full-Time,Consultant,134300,United States,On-site,United States,M
2025,Mid Level,Full-Time,Consultant,104000,United States,On-site,United States,M
2025,Entry Level,Full-Time,Data Analyst,52531,Jamaica,On-site,Jamaica,M
2025,Entry Level,Full-Time,Data Analyst,26265,Jamaica,On-site,Jamaica,M
2025,Senior Level,Full-Time,Analyst,176875,United States,On-site,United States,M
2025,Senior Level,Full-Time,Analyst,84750,United States,On-site,United States,M
2025,Mid Level,Full-Time,Systems Engineer,143010,United States,On-site,United States,M
2025,Mid Level,Full-Time,Systems Engineer,90063,United States,On-site,United States,M
2025,Entry Level,Full-Time,Analyst,66428,Canada,On-site,Canada,M
2025,Entry Level,Full-Time,Analyst,55000,Canada,On-site,Canada,M
2025,Senior Level,Full-Time,Solution Architect,88607,United Kingdom,On-site,United Kingdom,M
2025,Senior Level,Full-Time,Solution Architect,75949,United Kingdom,On-site,United Kingdom,M
2025,Senior Level,Full-Time,Insight Analyst,220000,United States,On-site,United States,M
2025,Senior Level,Full-Time,Insight Analyst,137500,United States,On-site,United States,M
2025,Executive Level,Full-Time,Engineer,230000,United States,Remote,United States,M
2025,Executive Level,Full-Time,Data Engineer,101000,United States,On-site,United States,M
2025,Senior Level,Full-Time,Analytics Engineer,244920,United States,On-site,United States,M
2025,Senior Level,Full-Time,Analytics Engineer,107400,United States,On-site,United States,M
2025,Senior Level,Full-Time,Analytics Engineer,140500,United States,Remote,United States,M
2025,Senior Level,Full-Time,Analytics Engineer,102200,United States,Remote,United States,M
2025,Entry Level,Full-Time,Data Analyst,85300,United States,On-site,United States,M
2025,Senior Level,Full-Time,Engineer,149000,United States,On-site,United States,M
2025,Senior Level,Full-Time,Engineer,106000,United States,On-site,United States,M
2025,Mid Level,Full-Time,Data Manager,36935,United Kingdom,On-site,United Kingdom,M
2025,Mid Level,Full-Time,Data Manager,34103,United Kingdom,On-site,United Kingdom,M
2025,Mid Level,Full-Time,Data Manager,135000,United States,On-site,United States,M
2025,Senior Level,Full-Time,Data Management Specialist,138600,Canada,On-site,Canada,M
2025,Senior Level,Full-Time,Data Management Specialist,74800,Canada,On-site,Canada,M
2025,Senior Level,Full-Time,Data Architect,139000,United States,Remote,United States,M
2025,Senior Level,Full-Time,Data Architect,102500,United States,Remote,United States,M
2025,Senior Level,Full-Time,Data Architect,146000,Canada,On-site,Canada,M
2025,Senior Level,Full-Time,Data Architect,108100,Canada,On-site,Canada,M
2025,Mid Level,Full-Time,Data Scientist,305880,United States,On-site,United States,M
2025,Mid Level,Full-Time,Data Scientist,134160,United States,On-site,United States,M
2025,Mid Level,Full-Time,Data Scientist,116800,United States,On-site,United States,M
2025,Mid Level,Full-Time,Data Scientist,78500,United States,On-site,United States,M
2025,Senior Level,Full-Time,Data Scientist,50000,United States,On-site,United States,M
2025,Mid Level,Full-Time,Machine Learning Engineer,147400,United States,On-site,United States,M
2025,Mid Level,Full-Time,Machine Learning Engineer,60900,United States,On-site,United States,M
2025,Senior Level,Full-Time,Data Engineer,122500,United States,On-site,United States,M
2025,Senior Level,Full-Time,Data Engineer,101800,United States,On-site,United States,M
2025,Senior Level,Full-Time,Data Engineer,49700,United States,On-site,United States,M
2025,Senior Level,Full-Time,Analyst,111700,Canada,On-site,Canada,M
2025,Senior Level,Full-Time,Analyst,60000,Canada,On-site,Canada,M
2025,Executive Level,Full-Time,Manager,155880,United States,On-site,United States,M
2025,Executive Level,Full-Time,Manager,103920,United States,On-site,United States,M
2025,Senior Level,Full-Time,AI Architect,306600,United States,On-site,United States,M
2025,Senior Level,Full-Time,AI Architect,174000,United States,On-site,United States,M
2025,Mid Level,Full-Time,Manager,135400,United States,Remote,United States,M
2025,Mid Level,Full-Time,Manager,77400,United States,Remote,United States,M
2025,Senior Level,Full-Time,Software Engineer,166750,United States,On-site,United States,M
